Time,Type,Username,Domain,Workstation
November 19 2023 11:59:39 PM,SSH Login Success,root,,ip-10-100-1-191
November 19 2023 11:59:39 PM,SSH Login Success,root,,ip-10-100-1-191
November 19 2023 11:59:35 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:59:35 PM,SSH Login Success,root,,ip-10-101-3-237
November 19 2023 11:59:35 PM,SSH Login Success,root,,ip-10-101-3-237
November 19 2023 11:59:35 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:59:35 PM,SSH Logout,ubuntu,,
November 19 2023 11:59:35 PM,SSH Logout,ubuntu,,
November 19 2023 11:59:35 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Logout,ubuntu,,
November 19 2023 11:59:31 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Login Success,ubuntu,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Logout,root,,
November 19 2023 11:59:31 PM,SSH Login Success,ubuntu,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:59:31 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:59:31 PM,SSH Login Success,root,,management-vla
November 19 2023 11:58:32 PM,SSH Logout,ubuntu,,
November 19 2023 11:58:32 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Logout,root,,
November 19 2023 11:58:32 PM,SSH Logout,ubuntu,,
November 19 2023 11:58:32 PM,SSH Login Success,root,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Logout,root,,
November 19 2023 11:58:32 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:58:32 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Login Success,root,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Login Success,ubuntu,,ip-10-101-3-237
November 19 2023 11:58:32 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:58:31 PM,SSH Login Success,root,,ip-10-100-3-136
November 19 2023 11:58:31 PM,SSH Login Success,root,,ip-10-100-3-136
