"Time","Type","Username","Domain","Workstation"
"November","","","",""
"15 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:59:48","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:02","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:59:02","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:59:02","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:59:02","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:01","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:59:01","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:59:01","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:59:01","","","","oracle"
"PM","","","",""
"November","","","",""
"15 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:59:01","","","","oracle"
"PM","","","",""
