"Time","Type","Username","Domain","Workstation"
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:58:40","","","","vla"
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Logout","root","",""
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","management-vla"
"11:58:39","","","",""
"PM","","","",""
