"Time","Type","Username","Domain","Workstation"
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:50:17","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:50:17","","","","oracle"
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:50:17","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:50:17","","","",""
"PM","","","",""
