"Time","Type","Username","Domain","Workstation"
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:59:02","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:01","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:59:01","","","","oracle"
"PM","","","",""
"November","","","",""
"15 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:59:01","","","","oracle"
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:58:40","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:58:40","","","",""
"PM","","","",""
