"Time","Type","Username","Domain","Workstation"
"November","","","",""
"15 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:59:48","","","","managementserver"
"PM","","","",""
"November","","","",""
"15 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:59:48","","","","managementserver"
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:48","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:48","","","",""
"PM","","","",""
"November","","","",""
"15 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:59:48","","","","managementserver"
"PM","","","",""
"November","","","",""
"15 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:59:48","","","","managementserver"
"PM","","","",""
