"Time","Type","Username","Domain","Workstation"
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:49:35","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-101-1-34"
"11:49:35","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","management-vla"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:49:21","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:49:21","","","",""
"PM","","","",""
