"Time","Type","Username","Domain","Workstation"
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:53:03","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:51:36","","","",""
"PM","","","",""
