"Time","Type","Username","Domain","Workstation"
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:59","","","","managementserver"
"PM","","","",""
"November","","","",""
"21 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:59","","","","managementserver"
"PM","","","",""
"November","","","",""
"21 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:59","","","","managementserver"
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","10.100.7.127"
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:59","","","","managementserver"
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:57","","","",""
"PM","","","",""
