"Time","Type","Username","Domain","Workstation"
"November","","","",""
"21 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:43","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:56:43","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:43","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:43","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:56:43","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:55:57","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:55:57","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:55:29","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:55:29","","","",""
"PM","","","",""
"November","","","",""
"21 2023","","","",""
"","SSH Logout","root","",""
"11:55:29","","","",""
"PM","","","",""
