"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","","management-"
"","SSH Login Success","root","",""
"11:57:54","","","","serverdb"
"PM","","","",""
