"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:51:25","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:51:21","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:51:07","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:51:07","","","",""
"PM","","","",""
