"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:57:54","","","","vla"
"PM","","","",""
"November","","","",""
"17 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:57:54","","","","vla"
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:57:29","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:29","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:29","","","","managementserver"
"PM","","","",""
"November","","","",""
"17 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:29","","","","managementserver"
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:29","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:29","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:57:29","","","",""
"PM","","","",""
