"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:58:56","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:58:39","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:58:39","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:58:39","","","",""
"PM","","","",""
