"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:58:37","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:58:37","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:58:37","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-101-1-34"
"11:57:54","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","emergeapp24-"
"","SSH Login Success","root","",""
"11:57:54","","","","oracle"
"PM","","","",""
"November","","","",""
"17 2023","","","","management-"
"","SSH Login Success","root","",""
"11:57:54","","","","serverdb"
"PM","","","",""
"November","","","",""
"17 2023","","","","management-"
"","SSH Login Success","root","",""
"11:57:54","","","","serverdb"
"PM","","","",""
