"Time","Type","Username","Domain","Workstation"
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","msapp2-vla"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:59:40","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:59:40","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:40","","","",""
"PM","","","",""
"November","","","",""
"17 2023","","","",""
"","SSH Logout","root","",""
"11:59:40","","","",""
"PM","","","",""
