"Time","Type","Username","Domain","Workstation"
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","management-vla"
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","management-vla"
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:59:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","management-vla"
"11:59:31","","","",""
"PM","","","",""
