"Time","Type","Username","Domain","Workstation"
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:02","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:35","","","","managementserver"
"PM","","","",""
"November","","","",""
"19 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:35","","","","managementserver"
"PM","","","",""
"November","","","",""
"19 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:35","","","","managementserver"
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:35","","","",""
"PM","","","",""
