"Time","Type","Username","Domain","Workstation"
"November","","","",""
"19 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:31","","","","managementserver"
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:57:31","","","","vla"
"PM","","","",""
"November","","","",""
"19 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:57:31","","","","vla"
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
