"Time","Type","Username","Domain","Workstation"
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-101-3-237"
"11:57:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","","management-"
"","SSH Login Success","root","",""
"11:57:03","","","","serverdb"
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:03","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","","management-"
"","SSH Login Success","root","",""
"11:57:01","","","","serverdb"
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:57:01","","","",""
"PM","","","",""
