"Time","Type","Username","Domain","Workstation"
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:32","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:58:32","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Logout","root","",""
"11:58:31","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:58:03","","","",""
"PM","","","",""
"November","","","",""
"19 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:58:03","","","",""
"PM","","","",""
