"Time","Type","Username","Domain","Workstation"
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:59:28","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:59:27","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:59:27","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:27","","","",""
"PM","","","",""
