"Time","Type","Username","Domain","Workstation"
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:59:28","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:59:28","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-100-3-136"
"11:59:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:59:27","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:59:27","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:59:27","","","","vla"
"PM","","","",""
