"Time","Type","Username","Domain","Workstation"
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:57:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:57:27","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:26","","","","managementserver"
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-"
"","SSH Login Success","root","",""
"11:57:26","","","","managementserver"
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:56:56","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-172-31-20-197"
"11:56:56","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:56:56","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:50","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:50","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:56:50","","","",""
"PM","","","",""
