"Time","Type","Username","Domain","Workstation"
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ms-app1-db"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","localhost"
"11:59:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:59:28","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","ubuntu","","ip-10-101-3-237"
"11:59:28","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:59:28","","","",""
"PM","","","",""
