"Time","Type","Username","Domain","Workstation"
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:58:46","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","","management-"
"","SSH Login Success","root","",""
"11:58:46","","","","serverdb"
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:58:46","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:58:46","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","","emerge-bangalore-"
"","SSH Login Success","root","",""
"11:58:46","","","","vla"
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:58:46","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:58:46","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","ubuntu","",""
"11:57:59","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Login Success","root","","ip-10-100-1-191"
"11:57:57","","","",""
"PM","","","",""
"November","","","",""
"16 2023","","","",""
"","SSH Logout","root","",""
"11:57:57","","","",""
"PM","","","",""
